temperaturemin,temperaturemax,precipitation,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
55.9,73,0,9.84,230,19.91,220,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30.9,52,0,4.25,270,16.11,290,21.92,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
33.1,51.1,0,6.71,220,12.08,280,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
33.1,42.1,0.28,3.58,320,8.95,330,14.09,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
27,51.1,0,9.62,40,17.9,40,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,66,0,3.8,30,12.08,10,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30.9,64.9,0,11.18,220,29.97,220,38.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,42.1,0.29,6.93,220,12.08,100,14.09,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
37,46,0.03,6.26,90,14.99,120,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
32,63,0,4.7,110,12.97,100,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,73.9,2,15.88,240,36.91,260,46.98,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
33.1,57.9,0,7.16,30,17,40,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,59,0,6.71,190,17,190,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,75,0,12.75,230,25.05,220,34.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,57.9,0,6.04,50,16.11,50,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46,52,0.49,7.83,100,16.11,100,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
48.9,61,0.16,9.17,60,14.09,30,17.9,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
46,55.9,0,8.72,40,14.09,50,17,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
37.9,80.1,0,2.01,270,14.09,270,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55,82,0,7.38,210,14.99,220,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
45,61,0,8.05,300,17,270,23.04,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
51.1,82.9,0,9.62,210,21.03,210,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,77,0.07,12.53,170,21.03,180,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
51.1,64,0.01,8.05,300,19.91,310,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
60.1,78.1,0.11,7.61,220,16.11,240,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
57.9,82,0.39,10.29,230,21.92,240,25.05,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
55.9,73,0.17,7.61,80,23.94,80,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
54,86,0,7.16,210,14.99,240,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73.9,100.9,0,8.05,220,17,200,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,95,0.1,5.37,230,17,220,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
55.9,84.9,0,3.13,290,14.09,280,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,88,0,10.74,230,19.91,220,25.95,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
68,89.1,0,2.91,110,12.08,110,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
73,93,0,4.92,220,17.9,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,89.1,0,3.58,170,10.07,140,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,84.9,0,5.59,220,14.99,230,17.9,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
68,91.9,0.56,6.71,140,17,160,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
66,88,0,6.93,120,12.97,120,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
61,87.1,0,2.24,40,12.08,20,14.09,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,75,1.19,5.14,30,12.97,30,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
66.9,78.1,0,4.47,50,10.07,80,12.97,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
53.1,73,0,5.59,30,12.97,360,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,82.9,0,2.91,270,12.08,240,17,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
51.1,73,0.25,3.36,310,12.97,320,17.9,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
54,82,0,1.57,230,8.05,250,10.07,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
55.9,78.1,0,8.72,50,16.11,90,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,87.1,0,1.12,50,8.95,60,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
34,59,0,6.93,250,17.9,270,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,73,0.06,8.72,220,19.91,240,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
32,45,0,8.28,310,17,290,25.05,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
27,45,0,6.04,240,14.09,230,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,59,0.96,6.93,280,21.03,280,25.95,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
33.1,57.9,0,8.72,220,17.9,230,21.92,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
36,66,0,8.72,170,21.92,160,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
25,46.9,0,1.79,330,10.07,40,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,57.9,0.02,2.46,90,10.07,130,12.08,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
48.9,61,0.19,5.59,90,17.9,90,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
21,36,0,7.16,310,17,320,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,48,0.04,4.92,100,14.99,90,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
37,64,0,5.82,210,14.09,200,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,46,0,5.82,210,12.08,200,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,50,0.02,5.82,20,12.97,30,16.11,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
30,36,0,6.26,70,14.09,100,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,43,0.11,3.8,90,8.05,90,10.07,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
30,54,0,2.91,20,12.08,20,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26.1,46.9,0,5.59,270,17.9,260,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,73,0,10.51,230,25.05,220,31.09,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
54,75,0.04,17.45,230,34.9,220,44.96,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
23,50,0,3.8,220,12.08,240,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
34,57.9,0,10.29,300,21.03,300,29.08,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
23,46,0,2.68,50,12.08,10,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
53.1,72,0.03,9.62,220,25.95,220,31.09,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
23,35.1,0.3,6.93,350,14.99,360,21.92,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
39.9,73.9,0,14.32,220,25.95,220,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,82,0,7.38,220,16.11,220,17.9,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
53.1,84,0,14.54,220,25.05,240,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,66,0,5.82,50,19.91,30,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46,69.1,0.43,5.37,220,25.05,210,29.08,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No
50,77,0,17.45,230,31.09,240,40.04,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
43,70,0,4.7,240,14.99,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,78.1,0.35,10.74,230,29.97,230,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
44.1,66,0,4.47,30,14.09,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,64,0,8.72,40,19.91,10,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
66,91.9,0,10.51,230,16.11,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,73,0.98,5.14,210,12.97,210,14.99,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
62.1,82,0,7.38,230,19.91,220,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,90,0.08,12.08,270,31.09,270,44.07,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
69.1,84.9,0,6.04,150,12.97,210,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,66.9,0.06,9.62,40,21.92,40,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
45,71.1,0,9.62,50,23.04,50,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,82.9,0.13,5.37,160,23.04,170,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
64,86,0,2.68,80,8.95,100,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
68,88,0,7.16,240,19.91,230,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
63,84.9,0,4.03,40,12.08,30,14.99,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
64.9,87.1,0,6.04,60,14.99,60,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66,93.9,0,6.71,200,14.99,200,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
69.1,89.1,0,4.92,230,14.09,230,16.11,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
68,80.1,0.05,7.38,100,14.99,90,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
70,91,0,4.7,330,14.09,330,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
72,91.9,0,5.82,240,17.9,240,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,97,0.04,5.14,230,21.03,230,27.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
72,97,0,7.61,230,17.9,230,25.05,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
66,88,0,5.59,70,12.97,80,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
68,91.9,0,5.14,120,12.97,120,17,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
73,99,0.06,9.17,220,21.92,230,29.08,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
70,95,0.03,2.68,150,14.99,120,21.92,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
71.1,88,0,4.03,40,14.09,40,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
68,93,0.06,3.13,200,12.97,200,17,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
70,86,0.25,3.8,280,21.92,260,36.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
69.1,84.9,0,3.36,90,8.95,160,14.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
59,81,0,5.82,50,17.9,60,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
62.1,82,0,4.47,90,14.99,100,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
59,72,0,5.82,50,16.11,40,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,82,0,5.59,90,14.99,90,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71.1,90,0,3.36,220,10.07,220,12.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
55.9,89.1,0,4.47,140,14.99,190,17,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,84,0,2.68,120,10.07,120,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73.9,91,0,7.38,230,17.9,230,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
72,95,0.4,3.58,230,36.01,230,48.09,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
73.9,95,0,5.14,220,12.97,200,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,91,0.07,4.7,230,12.97,230,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
69.1,75.9,0.7,8.72,150,14.99,140,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
64,81,0.05,6.71,170,17,160,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
41,57.9,0,7.83,50,14.99,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30,53.1,0,2.46,40,16.11,40,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
34,62.1,0,2.24,310,12.97,340,17.9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,77,0,7.61,230,23.94,240,29.97,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
30,46,0.03,7.16,50,14.09,50,17.9,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
28,51.1,0,3.13,200,14.09,220,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24.1,48,0,4.47,170,12.08,240,17,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
30.9,62.1,0,4.92,210,17,200,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,81,0,8.28,230,19.91,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,48,0.03,3.58,120,10.07,10,12.97,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
52,75.9,0,5.14,240,17.9,250,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,84.9,0,11.41,230,21.92,240,25.05,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
53.1,73.9,0,3.36,250,12.08,240,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
63,80.1,0.02,5.82,260,16.11,250,21.03,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
53.1,78.1,0,2.91,240,14.09,240,17,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55,84,0,2.01,30,10.07,40,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,82,1.64,6.93,280,16.11,290,21.92,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
64,84,0,4.92,30,12.97,30,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,93,0.03,5.59,140,17,360,21.92,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
73,89.1,0.09,5.14,40,12.97,40,25.05,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
73.9,96.1,0,6.26,220,17,310,25.05,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
78.1,100,0,6.49,230,17,210,29.97,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
75.9,97,0,3.13,20,12.97,300,23.04,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
75,100,0,2.46,180,25.95,180,31.99,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
73,89.1,4.31,5.37,120,14.99,190,21.92,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
64,84.9,0,5.14,270,12.97,250,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71.1,91.9,1,8.95,230,19.91,240,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
72,78.1,0.54,13.65,20,23.04,330,38.92,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
55,60.1,0.09,8.28,40,19.91,30,23.94,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
60.1,75,0,2.91,140,8.95,140,12.08,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
64,78.1,0,1.34,130,6.93,130,8.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,87.1,0,7.61,210,12.97,190,17,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
52,77,0,6.26,50,16.11,50,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
45,71.1,0,1.12,30,10.07,30,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,66.9,0,10.51,240,21.92,240,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,75.9,0,12.97,240,23.94,240,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46,73.9,0,6.49,230,19.91,210,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,75,0,8.95,230,19.91,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,57,0,4.92,90,14.09,50,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
33.1,51.1,0,2.46,320,10.07,310,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30.9,48.9,0.09,3.36,30,12.08,10,17.9,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
27,48.9,0,2.01,360,12.97,20,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
36,62.1,0,9.4,220,19.91,210,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19,44.1,0,6.04,230,16.11,210,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,72,0,6.04,240,14.09,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,48.9,0.28,3.58,100,8.95,140,14.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
30,55,0,11.86,240,31.09,240,40.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23,46,0,5.14,230,17.9,300,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30,44.1,0,3.58,10,14.09,40,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,64,0,4.25,230,10.07,260,12.97,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,69.1,0,6.71,190,23.04,200,33.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
32,50,0.15,5.59,40,14.99,40,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
28.9,50,0,3.58,230,12.08,230,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,57.9,0,7.16,220,17.9,190,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
45,73.9,0.2,8.5,300,23.94,290,44.07,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
52,80.1,0.01,9.62,240,25.05,240,31.09,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,61,0.28,5.14,360,14.99,10,27.96,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
39,57,0,5.59,60,14.99,30,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,80.1,0.19,4.7,240,12.08,350,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,79,0.1,3.8,50,12.97,130,17.9,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
48.9,69.1,0,6.26,50,21.03,50,25.95,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,77,0,5.59,220,17,220,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,63,0.17,7.61,100,16.11,80,21.92,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
37,68,0,3.13,260,12.08,290,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
45,73.9,0,6.49,230,21.92,230,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
36,69.1,0,2.01,260,8.05,350,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,81,0,12.3,230,21.92,220,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,77,0.38,9.62,230,21.92,260,33.11,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
61,80.1,0,7.16,200,16.11,210,19.91,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,91,0,4.92,280,10.07,270,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,84,1.58,4.47,40,14.09,40,21.92,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
61,73,0.01,7.16,40,14.99,40,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
62.1,88,0,3.58,80,12.08,60,14.99,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
52,81,0,5.37,240,17,240,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,75.9,0,6.93,50,16.11,90,21.03,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
63,84,0.28,6.04,50,17,40,23.94,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
59,80.1,0,8.05,50,17,50,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,89.1,0,6.04,230,12.97,230,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
71.1,91,0,3.36,280,16.11,280,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
75,96.1,0,7.16,230,17,230,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
61,93,0,4.92,230,12.97,260,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71.1,95,0.01,7.16,230,23.04,230,27.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
75,93,0,12.53,230,25.95,240,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
77,93.9,0,6.26,50,14.99,60,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,99,0,5.59,240,16.11,250,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,79,0,2.01,40,12.97,50,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,84,0,1.12,270,6.93,300,10.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
50,66,0.07,7.61,240,21.92,240,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
26.1,52,0,2.24,90,12.08,30,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16,37.9,0,2.68,280,10.07,20,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25,36,0,11.18,300,17.9,280,31.09,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
32,45,0,7.83,330,17.9,330,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,44.1,0.15,2.46,50,8.95,140,16.11,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
24.1,46.9,0,1.57,360,12.08,360,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23,54,0,4.92,230,17.9,250,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24.1,44.1,0,6.71,300,19.91,320,31.09,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
19,41,0,1.12,230,8.05,230,10.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25,53.1,0,1.34,60,8.95,50,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,57,0,4.25,40,14.09,40,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,75.9,0,13.2,220,23.04,240,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,59,0.02,4.7,190,16.11,180,23.04,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
